,Submarket,Housing_Type,Cluster
22519,Mecklenburg County 28 (NC), Single Family,3
22520,Mecklenburg County 13 (NC), Single Family,3
22521,Mecklenburg County 13 (NC), Single Family,3
22522,Mecklenburg County 13 (NC), Single Family,3
22523,Mecklenburg County 34 (NC), Single Family,3
22524,Mint Hill, Single Family,3
22525,Mecklenburg County 36 (NC), Townhouse,1
22526,Mecklenburg County 36 (NC), Townhouse,1
22527,Mecklenburg County 22 (NC), Townhouse,1
22528,Mecklenburg County 22 (NC), Townhouse,1
22529,Mecklenburg County 22 (NC), Townhouse,1
22530,Mecklenburg County 22 (NC), Townhouse,1
22531,Mecklenburg County 22 (NC), Townhouse,1
22532,Mecklenburg County 22 (NC), Townhouse,1
22533,Mecklenburg County 22 (NC), Townhouse,1
22534,Mecklenburg County 22 (NC), Townhouse,1
22535,Mecklenburg County 22 (NC), Townhouse,1
22536,Mecklenburg County 34 (NC), Single Family,3
22537,Mecklenburg County 15 (NC), Single Family,3
22538,Mecklenburg County 15 (NC), Single Family,3
22539,Mecklenburg County 15 (NC), Single Family,3
22540,Mecklenburg County 29 (NC), Single Family,1
22541,Mecklenburg County 29 (NC), Single Family,1
22542,Huntersville, Single Family,2
22543,Huntersville, Single Family,2
22544,Huntersville, Single Family,2
22545,Huntersville, Single Family,2
22546,Huntersville, Single Family,2
22547,Huntersville, Single Family,2
22548,Huntersville, Single Family,2
22549,Huntersville, Single Family,2
22550,Mecklenburg County 14 (NC), Single Family,3
22551,Mecklenburg County 14 (NC), Single Family,3
22552,Mecklenburg County 14 (NC), Single Family,3
22553,Mecklenburg County 14 (NC), Single Family,3
22554,Mecklenburg County 14 (NC), Single Family,3
22555,Mecklenburg County 14 (NC), Single Family,3
22556,Mecklenburg County 14 (NC), Single Family,3
22557,Mecklenburg County 14 (NC), Single Family,3
22558,Mecklenburg County 14 (NC), Single Family,3
22559,Mecklenburg County 14 (NC), Single Family,3
22560,Mecklenburg County 14 (NC), Single Family,3
22561,Mecklenburg County 14 (NC), Single Family,3
22562,Mecklenburg County 14 (NC), Single Family,3
22563,Mecklenburg County 14 (NC), Single Family,3
22564,Mecklenburg County 14 (NC), Single Family,3
22565,Mecklenburg County 14 (NC), Single Family,3
22566,Mecklenburg County 14 (NC), Single Family,3
22567,Mecklenburg County 13 (NC), Single Family,3
22568,Mecklenburg County 13 (NC), Single Family,3
22569,Mecklenburg County 28 (NC), Single Family,3
22570,Mecklenburg County 28 (NC), Single Family,3
22571,Mecklenburg County 28 (NC), Single Family,3
22572,Mecklenburg County 28 (NC), Single Family,3
22573,Mecklenburg County 28 (NC), Single Family,3
22574,Mecklenburg County 28 (NC), Single Family,3
22575,Mecklenburg County 29 (NC), Single Family,1
22576,Mecklenburg County 29 (NC), Single Family,1
22577,Mecklenburg County 28 (NC), Single Family,3
22578,Mecklenburg County 28 (NC), Single Family,3
22579,Mecklenburg County 17 (NC), Single Family,3
22580,Huntersville, Single Family,2
22581,Mecklenburg County 36 (NC), Single Family,3
22582,Mecklenburg County 36 (NC), Single Family,3
22583,Mecklenburg County 36 (NC), Single Family,3
22584,Mecklenburg County 36 (NC), Single Family,3
22585,Cornelius, Single Family,4
22586,Cornelius, Single Family,4
22587,Cornelius, Single Family,4
22588,Cornelius, Single Family,4
22589,Cornelius, Single Family,4
22590,Mecklenburg County 29 (NC), Single Family,1
22591,Matthews, Single Family,3
22592,Mecklenburg County 19 (NC), Single Family,3
22593,Mecklenburg County 19 (NC), Single Family,3
22594,Mecklenburg County 19 (NC), Single Family,3
22595,Mecklenburg County 19 (NC), Single Family,3
22596,Mecklenburg County 6 (NC), Single Family,3
22597,Mecklenburg County 36 (NC), Single Family,3
22598,Mecklenburg County 36 (NC), Townhouse,1
22599,Mecklenburg County 6 (NC), Townhouse,1
22600,Mecklenburg County 6 (NC), Townhouse,1
22601,Mecklenburg County 6 (NC), Townhouse,1
22602,Mecklenburg County 6 (NC), Townhouse,1
22603,Mecklenburg County 6 (NC), Townhouse,1
22604,Mecklenburg County 6 (NC), Townhouse,1
22605,Mecklenburg County 6 (NC), Townhouse,1
22606,Mecklenburg County 6 (NC), Townhouse,1
22607,Mecklenburg County 6 (NC), Townhouse,1
22608,Mecklenburg County 6 (NC), Townhouse,1
22609,Mecklenburg County 6 (NC), Townhouse,1
22610,Mecklenburg County 18 (NC), Single Family,3
22611,Davidson, Single Family,3
22612,Davidson, Single Family,3
22613,Davidson, Single Family,3
22614,Davidson, Single Family,3
22615,Davidson, Townhouse,1
22616,Davidson, Townhouse,1
22617,Davidson, Townhouse,1
22618,Mecklenburg County 6 (NC), Single Family,3
22619,Mecklenburg County 6 (NC), Single Family,3
22620,Mecklenburg County 6 (NC), Single Family,3
22621,Mecklenburg County 27 (NC), Single Family,3
22622,Mecklenburg County 27 (NC), Single Family,3
22623,Mecklenburg County 26 (NC), Single Family,3
22624,Mecklenburg County 14 (NC), Single Family,3
22625,Mecklenburg County 2 (NC), Single Family,3
22626,Mecklenburg County 2 (NC), Single Family,3
22627,Cornelius, Single Family,4
22628,Mecklenburg County 23 (NC), Single Family,3
22629,Mecklenburg County 16 (NC), Single Family,3
22630,Mecklenburg County 16 (NC), Single Family,3
22631,Mecklenburg County 16 (NC), Single Family,3
22632,Mecklenburg County 16 (NC), Single Family,3
22633,Mecklenburg County 23 (NC), Single Family,3
22634,Mecklenburg County 16 (NC), Single Family,3
22635,Mecklenburg County 16 (NC), Single Family,3
22636,Mecklenburg County 16 (NC), Single Family,3
22637,Mecklenburg County 16 (NC), Single Family,3
22638,Mecklenburg County 16 (NC), Single Family,3
22639,Mecklenburg County 16 (NC), Single Family,3
22640,Mecklenburg County 16 (NC), Single Family,3
22641,Mecklenburg County 29 (NC), Single Family,1
22642,Mecklenburg County 29 (NC), Single Family,1
22643,Mecklenburg County 27 (NC), Single Family,3
22644,Mecklenburg County 27 (NC), Single Family,3
22645,Mecklenburg County 29 (NC), Single Family,1
22646,Mecklenburg County 29 (NC), Single Family,1
22647,Mecklenburg County 29 (NC), Single Family,1
22648,Mecklenburg County 29 (NC), Single Family,1
22649,Mecklenburg County 15 (NC), Condominium,4
22650,Mecklenburg County 36 (NC), Single Family,3
22651,Mecklenburg County 16 (NC), Condominium,4
22652,Huntersville, Single Family,2
22653,Huntersville, Single Family,2
22654,Mecklenburg County 27 (NC), Single Family,3
22655,Huntersville, Townhouse,2
22656,Huntersville, Single Family,2
22657,Huntersville, Single Family,2
22658,Huntersville, Townhouse,2
22659,Huntersville, Single Family,2
22660,Huntersville, Townhouse,2
22661,Huntersville, Single Family,2
22662,Huntersville, Single Family,2
22663,Huntersville, Single Family,2
22664,Huntersville, Townhouse,2
22665,Huntersville, Townhouse,2
22666,Huntersville, Single Family,2
22667,Huntersville, Single Family,2
22668,Huntersville, Single Family,2
22669,Huntersville, Single Family,2
22670,Huntersville, Single Family,2
22671,Huntersville, Townhouse,2
22672,Mecklenburg County 34 (NC), Single Family,3
22673,Mecklenburg County 34 (NC), Single Family,3
22674,Mecklenburg County 34 (NC), Single Family,3
22675,Huntersville, Single Family,2
22676,Huntersville, Single Family,2
22677,Mecklenburg County 36 (NC), Single Family,3
22678,Matthews, Single Family,3
22679,Cornelius, Condominium,4
22680,Huntersville, Single Family,2
22681,Huntersville, Condominium,2
22682,Huntersville, Condominium,2
22683,Huntersville, Condominium,2
22684,Huntersville, Single Family,2
22685,Mecklenburg County 20 (NC), Single Family,3
22686,Pineville, Single Family,3
22687,Mecklenburg County 9 (NC), Single Family,3
22688,Mecklenburg County 9 (NC), Single Family,3
22689,Mecklenburg County 15 (NC), Single Family,3
22690,Mecklenburg County 36 (NC), Single Family,3
22691,Mecklenburg County 36 (NC), Single Family,3
22692,Mecklenburg County 36 (NC), Single Family,3
22693,Mecklenburg County 36 (NC), Single Family,3
22694,Mecklenburg County 36 (NC), Single Family,3
22695,Mecklenburg County 36 (NC), Single Family,3
22696,Mecklenburg County 36 (NC), Single Family,3
22697,Mecklenburg County 36 (NC), Single Family,3
22698,Mecklenburg County 36 (NC), Single Family,3
22699,Mecklenburg County 36 (NC), Single Family,3
22700,Mecklenburg County 36 (NC), Single Family,3
22701,Mecklenburg County 36 (NC), Single Family,3
22702,Mecklenburg County 36 (NC), Single Family,3
22703,Mecklenburg County 36 (NC), Single Family,3
22704,Mecklenburg County 36 (NC), Single Family,3
22705,Mecklenburg County 36 (NC), Single Family,3
22706,Mecklenburg County 36 (NC), Single Family,3
22707,Cornelius, Single Family,4
22708,Mecklenburg County 36 (NC), Single Family,3
22709,Mecklenburg County 36 (NC), Single Family,3
22710,Mecklenburg County 36 (NC), Single Family,3
22711,Mecklenburg County 29 (NC), Single Family,1
22712,Mecklenburg County 29 (NC), Single Family,1
22713,Mecklenburg County 36 (NC), Single Family,3
22714,Mecklenburg County 26 (NC), Single Family,3
22715,Mecklenburg County 13 (NC), Single Family,3
22716,Mecklenburg County 13 (NC), Single Family,3
22717,Mecklenburg County 27 (NC), Single Family,3
22718,Davidson, Single Family,3
22719,Mecklenburg County 6 (NC), Single Family,3
22720,Mecklenburg County 7 (NC), Single Family,3
22721,Mecklenburg County 34 (NC), Single Family,3
22722,Mecklenburg County 34 (NC), Single Family,3
22723,Mecklenburg County 34 (NC), Single Family,3
22724,Mecklenburg County 34 (NC), Single Family,3
22725,Mecklenburg County 34 (NC), Single Family,3
22726,Mecklenburg County 34 (NC), Single Family,3
22727,Mecklenburg County 34 (NC), Single Family,3
22728,Mecklenburg County 34 (NC), Single Family,3
22729,Huntersville, Single Family,2
22730,Mecklenburg County 29 (NC), Single Family,1
22731,Pineville, Townhouse,1
22732,Pineville, Townhouse,1
22733,Mecklenburg County 6 (NC), Single Family,3
22734,Mecklenburg County 6 (NC), Single Family,3
22735,Mecklenburg County 6 (NC), Single Family,3
22736,Mecklenburg County 7 (NC), Single Family,3
22737,Mecklenburg County 7 (NC), Single Family,3
22738,Mecklenburg County 7 (NC), Single Family,3
22739,Mecklenburg County 7 (NC), Single Family,3
22740,Mecklenburg County 28 (NC), Single Family,3
22741,Mecklenburg County 28 (NC), Single Family,3
22742,Mecklenburg County 28 (NC), Single Family,3
22743,Mecklenburg County 34 (NC), Single Family,3
22744,Mecklenburg County 34 (NC), Single Family,3
22745,Mecklenburg County 34 (NC), Single Family,3
22746,Mecklenburg County 15 (NC), Single Family,3
22747,Mecklenburg County 9 (NC), Single Family,3
22748,Mecklenburg County 9 (NC), Single Family,3
22749,Mecklenburg County 9 (NC), Single Family,3
22750,Mecklenburg County 2 (NC), Condominium,4
22751,Mecklenburg County 2 (NC), Condominium,4
22752,Mecklenburg County 2 (NC), Condominium,4
22753,Mecklenburg County 2 (NC), Condominium,4
22754,Mecklenburg County 2 (NC), Condominium,4
22755,Mecklenburg County 36 (NC), Single Family,3
22756,Huntersville, Single Family,2
22757,Huntersville, Single Family,2
22758,Huntersville, Single Family,2
22759,Mecklenburg County 18 (NC), Single Family,3
22760,Mecklenburg County 18 (NC), Single Family,3
22761,Mecklenburg County 18 (NC), Single Family,3
22762,Mecklenburg County 29 (NC), Townhouse,1
22763,Mecklenburg County 29 (NC), Townhouse,1
22764,Mecklenburg County 27 (NC), Single Family,3
22765,Mecklenburg County 9 (NC), Townhouse,1
22766,Mecklenburg County 9 (NC), Townhouse,1
22767,Mecklenburg County 9 (NC), Townhouse,1
22768,Cornelius, Townhouse,4
22769,Cornelius, Townhouse,4
22770,Cornelius, Condominium,4
22771,Cornelius, Condominium,4
22772,Cornelius, Condominium,4
22773,Mecklenburg County 23 (NC), Condominium,4
22774,Pineville, Townhouse,1
22775,Mecklenburg County 2 (NC), Condominium,4
22776,Mecklenburg County 1 (NC), Condominium,4
22777,Mecklenburg County 1 (NC), Condominium,4
22778,Mecklenburg County 1 (NC), Condominium,4
22779,Mecklenburg County 1 (NC), Condominium,4
22780,Matthews, Townhouse,1
22781,Pineville, Single Family,3
22782,Pineville, Single Family,3
22783,Pineville, Single Family,3
22784,Mecklenburg County 16 (NC), Condominium,4
22785,Mecklenburg County 16 (NC), Condominium,4
22786,Cornelius, Single Family,4
22787,Mecklenburg County 7 (NC), Single Family,3
22788,Mecklenburg County 7 (NC), Condominium,4
22789,Mecklenburg County 7 (NC), Condominium,4
22790,Mecklenburg County 7 (NC), Condominium,4
22791,Mecklenburg County 16 (NC), Townhouse,1
22792,Davidson, Single Family,3
22793,Davidson, Single Family,3
22794,Pineville, Single Family,3
22795,Pineville, Single Family,3
22796,Pineville, Single Family,3
22797,Pineville, Single Family,3
22798,Pineville, Townhouse,1
22799,Pineville, Townhouse,1
22800,Mecklenburg County 27 (NC), Single Family,3
22801,Mecklenburg County 29 (NC), Single Family,1
22802,Mecklenburg County 29 (NC), Single Family,1
22803,Mecklenburg County 29 (NC), Single Family,1
22804,Mecklenburg County 29 (NC), Townhouse,1
22805,Mecklenburg County 14 (NC), Condominium,4
22806,Mecklenburg County 14 (NC), Condominium,4
22807,Mecklenburg County 30 (NC), Single Family,3
22808,Mecklenburg County 14 (NC), Single Family,3
22809,Mecklenburg County 14 (NC), Condominium,4
22810,Mecklenburg County 25 (NC), Single Family,3
22811,Mecklenburg County 24 (NC), Single Family,3
22812,Mecklenburg County 24 (NC), Single Family,3
22813,Mecklenburg County 18 (NC), Single Family,3
22814,Mecklenburg County 28 (NC), Single Family,3
22815,Mecklenburg County 28 (NC), Single Family,3
22816,Mecklenburg County 28 (NC), Single Family,3
22817,Mecklenburg County 36 (NC), Single Family,3
22818,Mecklenburg County 36 (NC), Single Family,3
22819,Mecklenburg County 7 (NC), Single Family,3
22820,Mecklenburg County 7 (NC), Single Family,3
22821,Mecklenburg County 7 (NC), Single Family,3
22822,Mecklenburg County 7 (NC), Single Family,3
22823,Mecklenburg County 36 (NC), Single Family,3
22824,Mecklenburg County 36 (NC), Single Family,3
22825,Mecklenburg County 6 (NC), Single Family,3
22826,Mecklenburg County 6 (NC), Single Family,3
22827,Mecklenburg County 6 (NC), Single Family,3
22828,Huntersville, Townhouse,2
22829,Mecklenburg County 34 (NC), Townhouse,1
22830,Mecklenburg County 34 (NC), Townhouse,1
22831,Mecklenburg County 9 (NC), Single Family,3
22832,Mecklenburg County 9 (NC), Single Family,3
22833,Mecklenburg County 9 (NC), Townhouse,1
22834,Mecklenburg County 9 (NC), Townhouse,1
22835,Mecklenburg County 9 (NC), Townhouse,1
22836,Mecklenburg County 9 (NC), Townhouse,1
22837,Mecklenburg County 9 (NC), Townhouse,1
22838,Mecklenburg County 9 (NC), Townhouse,1
22839,Mecklenburg County 9 (NC), Townhouse,1
22840,Mecklenburg County 9 (NC), Townhouse,1
22841,Mecklenburg County 13 (NC), Single Family,3
22842,Mecklenburg County 13 (NC), Single Family,3
22843,Mecklenburg County 13 (NC), Townhouse,1
22844,Mecklenburg County 35 (NC), Single Family,0
22845,Mecklenburg County 35 (NC), Single Family,0
22846,Mecklenburg County 35 (NC), Single Family,0
22847,Mecklenburg County 8 (NC), Single Family,3
22848,Mecklenburg County 14 (NC), Single Family,3
22849,Davidson, Townhouse,1
22850,Davidson, Townhouse,1
22851,Davidson, Townhouse,1
22852,Davidson, Single Family,3
22853,Davidson, Single Family,3
22854,Davidson, Single Family,3
22855,Davidson, Townhouse,1
22856,Huntersville, Townhouse,2
22857,Mecklenburg County 11 (NC), Single Family,3
22858,Mint Hill, Single Family,3
22859,Mint Hill, Single Family,3
22860,Mint Hill, Single Family,3
22861,Mint Hill, Single Family,3
22862,Mint Hill, Single Family,3
22863,Mint Hill, Single Family,3
22864,Mint Hill, Single Family,3
22865,Mecklenburg County 23 (NC), Condominium,4
22866,Mecklenburg County 23 (NC), Condominium,4
22867,Mecklenburg County 23 (NC), Condominium,4
22868,Huntersville, Single Family,2
22869,Huntersville, Single Family,2
22870,Huntersville, Single Family,2
22871,Mecklenburg County 3 (NC), Single Family,3
22872,Mecklenburg County 3 (NC), Single Family,3
22873,Mecklenburg County 3 (NC), Single Family,3
22874,Mecklenburg County 3 (NC), Single Family,3
22875,Matthews, Single Family,3
22876,Mecklenburg County 18 (NC), Townhouse,1
22877,Mecklenburg County 18 (NC), Townhouse,1
22878,Mecklenburg County 14 (NC), Single Family,3
22879,Mecklenburg County 9 (NC), Single Family,3
22880,Mecklenburg County 29 (NC), Condominium,4
22881,Mecklenburg County 28 (NC), Townhouse,1
22882,Mecklenburg County 28 (NC), Townhouse,1
22883,Mecklenburg County 3 (NC), Single Family,3
22884,Mecklenburg County 3 (NC), Single Family,3
22885,Mecklenburg County 3 (NC), Single Family,3
22886,Mecklenburg County 3 (NC), Single Family,3
22887,Mecklenburg County 3 (NC), Single Family,3
22888,Matthews, Single Family,3
22889,Mecklenburg County 16 (NC), Condominium,4
22890,Huntersville, Single Family,2
22891,Huntersville, Single Family,2
22892,Mecklenburg County 18 (NC), Single Family,3
22893,Mecklenburg County 34 (NC), Condominium,4
