,Site_Zip,Housing_Type,Cluster
1132,28216, Single Family,0
1133,28211, Single Family,4
1134,28078, Single Family,2
1135,28215, Single Family,2
1136,28215, Single Family,2
1137,28215, Single Family,2
1138,28215, Single Family,2
1139,28215, Single Family,2
1140,28215, Single Family,2
1141,28213, Single Family,2
1142,28078, Single Family,2
1143,28078, Single Family,2
1144,28078, Single Family,2
1145,28078, Single Family,2
1146,28210, Single Family,3
1147,28210, Single Family,3
1148,28210, Single Family,3
1149,28210, Single Family,3
1150,28226, Single Family,2
1151,28031, Single Family,1
1152,28226, Single Family,2
1153,28226, Townhouse,0
1154,28226, Single Family,2
1155,28036, Single Family,2
1156,28134, Townhouse,0
1157,28217, Condominium,3
1158,28078, Single Family,2
1159,28078, Townhouse,0
1160,28216, Single Family,0
1161,28214, Single Family,2
1162,28214, Single Family,2
1163,28214, Single Family,2
1164,28202, Condominium,3
1165,28226, Single Family,2
1166,28215, Single Family,2
1167,28078, Single Family,2
1168,28078, Single Family,2
1169,28078, Single Family,2
1170,28078, Single Family,2
1171,28226, Single Family,2
1172,28205, Single Family,2
1173,28205, Single Family,2
1174,28205, Single Family,2
1175,28208, Single Family,2
1176,28208, Single Family,2
1177,28211, Single Family,4
1178,28207, Condominium,3
1179,28207, Condominium,3
1180,28278, Townhouse,0
1181,28205, Single Family,2
1182,28205, Single Family,2
1183,28205, Single Family,2
1184,28205, Single Family,2
1185,28208, Single Family,2
1186,28269, Single Family,2
1187,28269, Single Family,2
1188,28227, Single Family,2
1189,28211, Condominium,4
1190,28215, Single Family,2
1191,28215, Single Family,2
1192,28208, Single Family,2
1193,28216, Single Family,0
1194,28217, Single Family,2
1195,28262, Single Family,2
1196,28209, Single Family,2
1197,28277, Single Family,2
1198,28211, Single Family,4
1199,28277, Single Family,2
1200,28211, Single Family,4
1201,28205, Condominium,3
1202,28211, Single Family,4
1203,28211, Single Family,4
1204,28207, Single Family,2
1205,28214, Single Family,2
1206,28214, Single Family,2
1207,28214, Single Family,2
1208,28214, Single Family,2
1209,28205, Single Family,2
1210,28205, Single Family,2
1211,28212, Single Family,2
1212,28202, Condominium,3
1213,28202, Condominium,3
1214,28105, Single Family,2
1215,28213, Single Family,2
1216,28273, Single Family,2
1217,28270, Townhouse,0
1218,28216, Single Family,0
1219,28213, Single Family,2
1220,28216, Single Family,0
1221,28214, Single Family,2
1222,28278, Single Family,2
1223,28277, Townhouse,0
1224,28210, Condominium,3
1225,28270, Single Family,2
1226,28273, Single Family,2
1227,28078, Single Family,2
1228,28031, Single Family,1
1229,28269, Single Family,2
1230,28203, Single Family,2
1231,28036, Single Family,2
1232,28269, Single Family,2
1233,28269, Single Family,2
1234,28269, Single Family,2
1235,28216, Single Family,0
1236,28211, Single Family,4
1237,28269, Single Family,2
1238,28209, Single Family,2
1239,28216, Townhouse,0
1240,28269, Single Family,2
1241,28205, Townhouse,0
1242,28205, Townhouse,0
1243,28203, Condominium,3
1244,28212, Single Family,2
1245,28212, Single Family,2
1246,28205, Single Family,2
1247,28269, Single Family,2
1248,28269, Townhouse,0
1249,28215, Single Family,2
1250,28207, Single Family,2
1251,28216, Single Family,0
1252,28215, Single Family,2
1253,28205, Single Family,2
1254,28205, Single Family,2
1255,28205, Single Family,2
1256,28227, Single Family,2
1257,28205, Single Family,2
1258,28227, Single Family,2
1259,28134, Single Family,2
1260,28217, Single Family,2
1261,28269, Single Family,2
1262,28031, Condominium,1
1263,28204, Condominium,3
1264,28227, Single Family,2
1265,28227, Single Family,2
1266,28036, Condominium,3
1267,28278, Single Family,2
1268,28270, Single Family,2
1269,28105, Single Family,2
1270,28269, Single Family,2
1271,28227, Single Family,2
1272,28227, Single Family,2
1273,28210, Single Family,3
1274,28269, Single Family,2
1275,28277, Townhouse,0
1276,28278, Single Family,2
1277,28278, Single Family,2
1278,28206, Single Family,2
1279,28269, Single Family,2
1280,28227, Single Family,2
1281,28227, Single Family,2
1282,28215, Single Family,2
1283,28214, Single Family,2
1284,28273, Single Family,2
1285,28207, Condominium,3
1286,28207, Condominium,3
1287,28277, Single Family,2
1288,28277, Single Family,2
1289,28202, Condominium,3
1290,28214, Single Family,2
1291,28212, Single Family,2
1292,28212, Single Family,2
1293,28202, Condominium,3
1294,28202, Condominium,3
1295,28216, Single Family,0
1296,28269, Single Family,2
1297,28269, Single Family,2
1298,28269, Single Family,2
1299,28212, Condominium,3
1300,28211, Single Family,4
1301,28226, Single Family,2
1302,28211, Single Family,4
1303,28211, Single Family,4
1304,28211, Single Family,4
1305,28209, Condominium,3
1306,28209, Condominium,3
1307,28209, Condominium,3
1308,28217, Single Family,2
1309,28209, Single Family,2
1310,28214, Single Family,2
1311,28262, Single Family,2
1312,28270, Single Family,2
1313,28210, Condominium,3
1314,28210, Condominium,3
1315,28210, Condominium,3
1316,28202, Condominium,3
1317,28105, Single Family,2
1318,28078, Single Family,2
1319,28078, Single Family,2
1320,28078, Single Family,2
1321,28078, Single Family,2
1322,28226, Single Family,2
1323,28226, Single Family,2
1324,28226, Single Family,2
1325,28226, Single Family,2
1326,28216, Townhouse,0
1327,28216, Townhouse,0
1328,28216, Townhouse,0
1329,28105, Single Family,2
1330,28105, Single Family,2
1331,28105, Single Family,2
1332,28105, Single Family,2
1333,28216, Single Family,0
1334,28277, Townhouse,0
1335,28202, Townhouse,0
1336,28210, Single Family,3
1337,28078, Single Family,2
1338,28078, Single Family,2
1339,28211, Single Family,4
1340,28269, Single Family,2
1341,28278, Single Family,2
1342,28215, Single Family,2
1343,28205, Single Family,2
1344,28105, Single Family,2
1345,28273, Single Family,2
1346,28216, Single Family,0
1347,28210, Townhouse,3
1348,28262, Single Family,2
1349,28262, Single Family,2
1350,28270, Single Family,2
1351,28078, Single Family,2
1352,28078, Single Family,2
1353,28213, Single Family,2
1354,28278, Single Family,2
1355,28031, Condominium,1
1356,28031, Townhouse,1
1357,28269, Single Family,2
1358,28269, Single Family,2
1359,28269, Single Family,2
1360,28105, Single Family,2
1361,28227, Single Family,2
1362,28105, Single Family,2
1363,28213, Condominium,3
1364,28210, Condominium,3
1365,28210, Condominium,3
1366,28210, Condominium,3
1367,28210, Condominium,3
1368,28210, Condominium,3
1369,28270, Single Family,2
1370,28262, Single Family,2
1371,28262, Single Family,2
1372,28262, Single Family,2
1373,28270, Single Family,2
1374,28269, Single Family,2
1375,28031, Single Family,1
1376,28215, Single Family,2
1377,28227, Single Family,2
1378,28227, Single Family,2
1379,28227, Single Family,2
1380,28214, Single Family,2
1381,28214, Single Family,2
1382,28269, Single Family,2
1383,28213, Single Family,2
1384,28277, Single Family,2
1385,28269, Single Family,2
1386,28027, Single Family,2
1387,28269, Single Family,2
1388,28269, Single Family,2
1389,28269, Single Family,2
1390,28211, Single Family,4
1391,28227, Single Family,2
1392,28227, Townhouse,0
1393,28227, Single Family,2
1394,28216, Townhouse,0
1395,28216, Townhouse,0
1396,28205, Single Family,2
1397,28270, Single Family,2
1398,28262, Single Family,2
1399,28262, Single Family,2
1400,28262, Single Family,2
1401,28262, Single Family,2
1402,28205, Single Family,2
1403,28227, Single Family,2
1404,28277, Single Family,2
1405,28209, Condominium,3
1406,28209, Condominium,3
1407,28209, Condominium,3
1408,28262, Single Family,2
1409,28270, Single Family,2
1410,28273, Single Family,2
1411,28210, Single Family,3
1412,28212, Single Family,2
1413,28212, Single Family,2
1414,28212, Single Family,2
1415,28212, Single Family,2
1416,28277, Townhouse,0
1417,28226, Single Family,2
1418,28205, Single Family,2
1419,28214, Single Family,2
1420,28227, Single Family,2
1421,28202, High Rise Condo,3
1422,28031, Single Family,1
1423,28205, Single Family,2
1424,28277, Single Family,2
1425,28207, Single Family,2
1426,28216, Single Family,0
1427,28227, Single Family,2
1428,28269, Single Family,2
1429,28269, Single Family,2
1430,28212, Single Family,2
1431,28277, Single Family,2
1432,28105, Single Family,2
1433,28209, Condominium,3
1434,28273, Single Family,2
1435,28273, Single Family,2
1436,28277, Single Family,2
1437,28215, Single Family,2
1438,28215, Single Family,2
1439,28215, Condominium,3
1440,28226, Single Family,2
1441,28226, Single Family,2
1442,28226, Single Family,2
1443,28215, Single Family,2
1444,28208, Single Family,2
1445,28036, Single Family,2
1446,28036, Single Family,2
1447,28031, Townhouse,1
1448,28227, Single Family,2
1449,28262, Condominium,3
1450,28205, Single Family,2
1451,28277, Single Family,2
1452,28277, Single Family,2
1453,28215, Single Family,2
1454,28270, Single Family,2
1455,28270, Single Family,2
1456,28078, Single Family,2
1457,28078, Single Family,2
1458,28078, Single Family,2
1459,28207, Condominium,3
1460,28273, Townhouse,0
1461,28273, Townhouse,0
1462,28273, Townhouse,0
1463,28269, Single Family,2
1464,28269, Single Family,2
1465,28216, Single Family,0
1466,28208, Single Family,2
1467,28227, Single Family,2
1468,28226, Condominium,3
1469,28216, Single Family,0
1470,28216, Single Family,0
1471,28277, Single Family,2
1472,28277, Single Family,2
1473,28210, Townhouse,3
1474,28203, Condominium,3
1475,28204, Condominium,3
1476,28078, Single Family,2
1477,28078, Single Family,2
1478,28078, Single Family,2
1479,28209, Single Family,2
1480,28209, Single Family,2
1481,28210, Single Family,3
1482,28209, Single Family,2
1483,28210, Single Family,3
1484,28209, Single Family,2
1485,28262, Townhouse,0
1486,28262, Single Family,2
1487,28262, Single Family,2
1488,28269, Single Family,2
1489,28270, Single Family,2
1490,28078, Single Family,2
1491,28277, Townhouse,0
1492,28277, Townhouse,0
1493,28277, Townhouse,0
1494,28205, Single Family,2
1495,28205, Single Family,2
1496,28227, Single Family,2
1497,28227, Single Family,2
1498,28208, Single Family,2
1499,28105, Single Family,2
1500,28105, Single Family,2
1501,28269, Single Family,2
1502,28211, Single Family,4
1503,28269, Single Family,2
1504,28269, Single Family,2
1505,28208, Single Family,2
1506,28105, Single Family,2
1507,28105, Single Family,2
1508,28105, Single Family,2
1509,28226, Single Family,2
1510,28269, Single Family,2
1511,28212, Single Family,2
1512,28212, Single Family,2
1513,28036, Single Family,2
1514,28216, Single Family,0
1515,28208, Single Family,2
1516,28213, Single Family,2
1517,28078, Single Family,2
1518,28277, Single Family,2
1519,28105, Townhouse,0
1520,28202, Condominium,3
1521,28211, Single Family,4
1522,28205, Condominium,3
1523,28031, Condominium,1
1524,28215, Single Family,2
1525,28215, Townhouse,0
1526,28105, Single Family,2
1527,28216, Single Family,0
1528,28270, Single Family,2
1529,28270, Single Family,2
1530,28270, Single Family,2
1531,28270, Single Family,2
1532,28207, Single Family,2
1533,28277, Single Family,2
1534,28277, Single Family,2
1535,28210, Single Family,3
1536,28210, Single Family,3
1537,28210, Single Family,3
1538,28210, Single Family,3
1539,28210, Single Family,3
1540,28210, Single Family,3
1541,28210, Single Family,3
1542,28078, Single Family,2
1543,28078, Single Family,2
1544,28078, Single Family,2
1545,28078, Single Family,2
1546,28078, Single Family,2
1547,28078, Single Family,2
1548,28078, Single Family,2
1549,28078, Townhouse,0
1550,28078, Single Family,2
1551,28226, Single Family,2
1552,28105, Single Family,2
1553,28213, Townhouse,0
1554,28226, Single Family,2
1555,28214, Single Family,2
1556,28214, Single Family,2
1557,28208, Single Family,2
1558,28207, Single Family,2
1559,28207, Single Family,2
1560,28207, Single Family,2
1561,28207, Single Family,2
1562,28207, Single Family,2
1563,28207, Condominium,3
1564,28207, Condominium,3
1565,28203, Condominium,3
1566,28208, Single Family,2
1567,28036, Townhouse,0
1568,28213, Townhouse,0
1569,28202, Condominium,3
1570,28078, Single Family,2
1571,28078, Single Family,2
1572,28078, Single Family,2
1573,28078, Single Family,2
1574,28078, Single Family,2
1575,28078, Single Family,2
1576,28078, Single Family,2
1577,28078, Single Family,2
1578,28078, Single Family,2
1579,28269, Single Family,2
1580,28269, Single Family,2
1581,28217, Condominium,3
1582,28216, Single Family,0
1583,28216, Single Family,0
1584,28031, Single Family,1
1585,28031, Townhouse,1
1586,28031, Single Family,1
1587,28216, Single Family,0
1588,28078, Single Family,2
1589,28210, Single Family,3
1590,28277, Single Family,2
1591,28277, Single Family,2
1592,28227, Single Family,2
1593,28227, Single Family,2
1594,28226, Single Family,2
1595,28211, Single Family,4
1596,28213, Single Family,2
1597,28213, Single Family,2
1598,28213, Single Family,2
1599,28213, Single Family,2
1600,28213, Single Family,2
1601,28213, Townhouse,0
1602,28205, Single Family,2
1603,28226, Single Family,2
1604,28226, Single Family,2
1605,28226, Single Family,2
1606,28227, Single Family,2
1607,28227, Single Family,2
1608,28226, Single Family,2
1609,28203, Single Family,2
1610,28078, Single Family,2
1611,28078, Single Family,2
1612,28277, Single Family,2
1613,28270, Single Family,2
1614,28078, Single Family,2
1615,28278, Single Family,2
1616,28036, Townhouse,0
1617,28209, Condominium,3
1618,28226, Single Family,2
1619,28226, Single Family,2
1620,28210, Townhouse,3
1621,28210, Townhouse,3
1622,28210, Condominium,3
1623,28209, Single Family,2
1624,28215, Single Family,2
1625,28277, Single Family,2
1626,28211, Single Family,4
1627,28078, Single Family,2
1628,28078, Single Family,2
