,Site_Zip,Stories,Sale_Price,Bedrooms,Housing_Type,Cluster
47312,28209,2.0,275000,3.0, Townhouse,4
47313,28209,2.0,275000,3.0, Townhouse,4
47314,28269,2.0,132000,2.0, Townhouse,4
47315,28269,2.0,114500,2.0, Townhouse,4
47316,28269,2.0,105000,2.0, Townhouse,4
47317,28269,2.5,165000,4.0, Townhouse,4
47318,28269,2.0,135000,3.0, Townhouse,4
47319,28269,2.0,95000,2.0, Townhouse,4
47320,28269,2.5,158000,4.0, Townhouse,4
47321,28269,2.0,140000,3.0, Townhouse,4
47322,28213,2.0,108000,3.0, Single Family,0
47323,28213,1.0,115000,2.0, Single Family,0
47324,28213,2.0,98398,3.0, Single Family,0
47325,28214,2.0,165000,3.0, Single Family,0
47326,28273,1.0,223000,3.0, Single Family,0
47327,28273,2.0,235000,3.0, Single Family,0
47328,28214,1.0,161500,3.0, Single Family,0
47329,28214,1.5,130000,3.0, Single Family,0
47330,28214,1.0,155000,3.0, Single Family,0
47331,28273,2.0,233000,3.0, Single Family,0
47332,28273,1.0,209000,3.0, Single Family,0
47333,28273,2.0,223000,4.0, Single Family,0
47334,28273,1.0,235000,3.0, Single Family,0
47335,28209,1.0,160000,1.0, Condominium,4
47336,28209,1.0,157000,1.0, Condominium,4
47337,28209,1.0,164000,1.0, Condominium,4
47338,28209,1.0,156000,1.0, Condominium,4
47339,28209,1.0,170000,1.0, Condominium,4
47340,28209,1.0,163000,1.0, Condominium,4
47341,28277,1.0,360000,4.0, Single Family,0
47342,28262,2.0,200000,3.0, Single Family,0
47343,28262,1.0,165000,3.0, Single Family,0
47344,28212,2.0,60000,2.0, Condominium,4
47345,28212,2.0,62000,2.0, Condominium,4
47346,28270,2.0,315000,4.0, Single Family,0
47347,28270,2.0,268000,4.0, Single Family,0
47348,28273,2.0,268000,3.0, Single Family,0
47349,28273,2.0,278000,3.0, Single Family,0
47350,28273,2.0,235000,3.0, Single Family,0
47351,28273,2.0,265000,4.0, Single Family,0
47352,28273,2.0,302000,4.0, Single Family,0
47353,28273,2.0,320000,4.0, Single Family,0
47354,28273,2.0,323000,4.0, Single Family,0
47355,28273,2.0,250000,4.0, Single Family,0
47356,28273,2.0,229000,4.0, Single Family,0
47357,28273,2.0,250751,5.0, Single Family,0
47358,28273,2.0,325000,4.0, Single Family,0
47359,28273,2.0,321500,4.0, Single Family,0
47360,28269,2.0,136000,2.0, Townhouse,4
47361,28269,1.5,154000,3.0, Townhouse,4
47362,28269,2.0,119000,3.0, Townhouse,4
47363,28269,2.0,156000,3.0, Townhouse,4
47364,28269,1.5,160000,3.0, Townhouse,4
47365,28269,2.0,119000,2.0, Townhouse,4
47366,28269,2.0,151000,3.0, Townhouse,4
47367,28269,2.0,120000,2.0, Townhouse,4
47368,28269,1.0,160000,3.0, Townhouse,4
47369,28269,2.0,121000,2.0, Townhouse,4
47370,28210,1.0,425000,3.0, Single Family,0
47371,28210,1.5,384000,4.0, Single Family,0
47372,28210,1.5,370000,4.0, Single Family,0
47373,28210,2.0,332000,3.0, Single Family,0
47374,28210,1.0,260000,3.0, Single Family,0
47375,28210,1.0,291000,3.0, Single Family,0
47376,28210,1.0,346000,4.0, Single Family,0
47377,28210,1.0,330000,3.0, Single Family,0
47378,28078,1.0,442500,3.0, Single Family,0
47379,28269,1.0,108100,3.0, Single Family,0
47380,28262,1.0,127000,2.0, Condominium,4
47381,28216,2.0,290000,4.0, Single Family,0
47382,28216,2.0,195000,4.0, Single Family,0
47383,28216,1.0,154500,3.0, Single Family,0
47384,28212,1.0,228000,3.0, Single Family,0
47385,28212,1.0,227000,5.0, Single Family,0
47386,28212,2.0,229000,4.0, Single Family,0
47387,28212,2.0,207500,4.0, Single Family,0
47388,28212,1.0,173000,3.0, Single Family,0
47389,28212,1.0,162000,3.0, Single Family,0
47390,28212,1.0,158214,3.0, Single Family,0
47391,28212,2.0,190000,3.0, Single Family,0
47392,28212,1.0,175000,3.0, Single Family,0
47393,28212,1.0,170000,3.0, Single Family,0
47394,28212,1.0,182000,3.0, Single Family,0
47395,28211,1.0,850000,4.0, Single Family,2
47396,28212,1.0,200000,3.0, Single Family,0
47397,28212,1.0,233000,3.0, Single Family,0
47398,28105,1.0,75000,2.0, Single Family,0
47399,28212,1.0,150000,3.0, Single Family,0
47400,28212,2.0,185000,3.0, Single Family,0
47401,28212,1.0,125000,3.0, Single Family,0
47402,28212,1.0,168500,3.0, Single Family,0
47403,28105,1.0,200000,3.0, Single Family,0
47404,28277,2.0,296500,3.0, Townhouse,4
47405,28277,2.0,299000,3.0, Townhouse,4
47406,28226,1.5,268000,3.0, Single Family,0
47407,28226,1.5,150000,3.0, Single Family,0
47408,28208,1.0,75000,2.0, Single Family,0
47409,28208,1.0,80000,2.0, Single Family,0
47410,28208,1.0,89000,2.0, Single Family,0
47411,28277,2.0,488000,4.0, Single Family,0
47412,28277,2.0,520000,5.0, Single Family,0
47413,28031,2.0,652000,4.0, Single Family,0
47414,28031,1.5,581000,4.0, Single Family,0
47415,28031,2.0,460000,3.0, Single Family,0
47416,28031,1.0,675000,2.0, Single Family,0
47417,28031,1.0,250000,3.0, Single Family,0
47418,28227,2.0,178000,3.0, Single Family,3
47419,28202,1.0,415000,2.0, Condominium,1
47420,28277,1.5,425000,3.0, Single Family,0
47421,28277,1.5,470000,3.0, Single Family,0
47422,28227,1.0,164000,3.0, Single Family,3
47423,28227,1.0,101000,2.0, Single Family,3
47424,28216,1.0,182000,3.0, Single Family,0
47425,28205,1.0,417500,3.0, Single Family,0
47426,28269,1.0,110000,3.0, Single Family,0
47427,28036,2.0,625000,4.0, Single Family,0
47428,28216,1.0,87500,2.0, Single Family,0
47429,28207,2.0,825000,4.0, Single Family,0
47430,28031,1.0,185000,2.0, Single Family,0
47431,28031,1.0,227000,4.0, Single Family,0
47432,28214,1.0,119000,3.0, Single Family,0
47433,28209,1.0,190000,2.0, Condominium,4
47434,28214,2.0,145000,3.0, Single Family,0
47435,28205,2.0,163500,2.0, Condominium,4
47436,28205,2.0,160000,2.0, Condominium,4
47437,28205,1.5,445000,3.0, Single Family,0
47438,28031,2.0,2500000,5.0, Single Family,0
47439,28270,1.0,440500,3.0, Single Family,0
47440,28202,1.0,320000,2.0, Condominium,1
47441,28216,1.0,58000,2.0, Single Family,0
47442,28031,2.0,383000,4.0, Single Family,0
47443,28031,2.0,392000,4.0, Single Family,0
47444,28031,2.0,510000,5.0, Single Family,0
47445,28031,2.0,402100,4.0, Single Family,0
47446,28031,1.0,440000,4.0, Single Family,0
47447,28211,2.0,1020000,5.0, Single Family,2
47448,28208,1.0,178000,2.0, Single Family,0
47449,28036,1.0,125000,2.0, Single Family,0
47450,28078,1.0,243000,3.0, Single Family,0
47451,28227,1.0,162500,4.0, Single Family,3
47452,28210,2.0,288000,3.0, Single Family,0
47453,28216,2.0,480000,4.0, Single Family,0
47454,28205,2.0,540000,3.0, Single Family,0
47455,28205,1.0,352000,3.0, Single Family,0
47456,28205,2.0,515000,4.0, Single Family,0
47457,28205,2.0,550000,3.0, Single Family,0
47458,28205,1.0,277000,3.0, Single Family,0
47459,28214,1.0,130000,3.0, Single Family,0
47460,28277,1.5,305000,3.0, Single Family,0
47461,28277,1.5,320000,3.0, Single Family,0
47462,28277,2.0,265000,4.0, Single Family,0
47463,28277,1.0,257500,3.0, Single Family,0
47464,28277,1.0,272500,2.0, Single Family,0
47465,28031,1.0,412000,3.0, Single Family,0
47466,28207,2.0,795000,4.0, Single Family,0
47467,28216,1.0,125000,3.0, Single Family,0
47468,28216,2.0,208000,3.0, Single Family,0
47469,28216,2.0,250000,4.0, Single Family,0
47470,28216,2.0,229000,3.0, Single Family,0
47471,28216,2.0,265000,5.0, Single Family,0
47472,28213,2.0,208000,3.0, Single Family,0
47473,28216,1.0,186000,3.0, Single Family,0
47474,28216,2.0,220000,3.0, Single Family,0
47475,28269,2.0,176000,3.0, Single Family,0
47476,28270,2.0,320000,4.0, Single Family,0
47477,28269,2.0,204000,4.0, Single Family,0
47478,28277,2.0,400000,4.0, Single Family,0
47479,28277,2.0,469000,4.0, Single Family,0
47480,28277,2.0,513000,4.0, Single Family,0
47481,28277,2.0,630000,5.0, Single Family,0
47482,28205,2.0,240000,2.0, Townhouse,4
47483,28205,2.0,425000,3.0, Single Family,0
47484,28277,2.0,160000,2.0, Townhouse,4
47485,28277,1.0,170000,2.0, Townhouse,4
47486,28277,2.0,126000,2.0, Townhouse,4
47487,28213,1.0,109000,3.0, Single Family,0
47488,28213,1.0,63500,3.0, Single Family,0
47489,28078,2.0,468000,3.0, Single Family,0
47490,28205,1.0,310000,3.0, Single Family,0
47491,28205,1.0,237000,3.0, Single Family,0
47492,28205,1.0,87000,2.0, Condominium,4
47493,28205,2.0,73000,2.0, Condominium,4
47494,28105,1.0,206000,3.0, Single Family,0
47495,28215,2.0,106000,2.0, Townhouse,4
47496,28215,2.0,122500,3.0, Townhouse,4
47497,28215,2.0,125000,3.0, Townhouse,4
47498,28215,2.0,124000,2.0, Townhouse,4
47499,28215,2.0,85000,2.0, Townhouse,4
47500,28215,1.0,146000,3.0, Single Family,0
47501,28227,1.0,186500,3.0, Single Family,3
47502,28227,1.0,189000,3.0, Single Family,3
47503,28273,2.0,107000,3.0, Single Family,0
47504,28273,2.5,153500,3.0, Single Family,0
47505,28273,2.0,78500,2.0, Townhouse,4
47506,28273,2.0,268000,4.0, Single Family,0
47507,28273,1.0,255000,3.0, Single Family,0
47508,28273,2.0,300000,4.0, Single Family,0
47509,28273,2.0,268000,4.0, Single Family,0
47510,28273,2.0,296500,4.0, Single Family,0
47511,28277,2.5,225000,2.0, Townhouse,4
47512,28277,2.5,205000,2.0, Townhouse,4
47513,28277,2.5,195000,3.0, Townhouse,4
47514,28277,2.5,198000,2.0, Townhouse,4
47515,28277,2.5,206000,3.0, Townhouse,4
47516,28277,2.5,215000,2.0, Townhouse,4
47517,28208,2.0,106000,3.0, Single Family,0
47518,28277,2.0,410000,4.0, Single Family,0
47519,28277,2.0,720000,5.0, Single Family,0
47520,28215,2.0,215000,3.0, Single Family,0
47521,28215,1.0,120000,2.0, Townhouse,4
47522,28215,2.0,156000,3.0, Townhouse,4
47523,28215,2.0,205000,4.0, Single Family,0
47524,28215,1.5,188000,3.0, Single Family,0
47525,28215,2.0,177000,3.0, Single Family,0
47526,28215,2.0,200000,4.0, Single Family,0
47527,28215,2.0,200000,3.0, Single Family,0
47528,28215,2.0,165000,3.0, Townhouse,4
47529,28215,1.0,145000,3.0, Single Family,0
47530,28215,2.0,183000,4.0, Single Family,0
47531,28215,2.0,200000,3.0, Single Family,0
47532,28270,1.0,325000,3.0, Single Family,0
47533,28226,2.5,2500000,5.0, Single Family,0
47534,28227,1.0,190000,3.0, Single Family,3
47535,28216,2.0,165000,3.0, Single Family,0
47536,28269,1.0,110000,6.0, Single Family,0
47537,28269,2.0,315500,4.0, Single Family,0
47538,28269,2.0,300000,4.0, Single Family,0
47539,28269,2.0,324000,3.0, Single Family,0
47540,28269,2.0,297000,3.0, Single Family,0
47541,28269,2.0,344000,4.0, Single Family,0
47542,28031,1.0,172000,2.0, Condominium,4
47543,28031,1.0,175000,2.0, Condominium,4
47544,28227,1.0,183000,3.0, Single Family,3
47545,28227,1.0,217000,3.0, Single Family,3
47546,28227,1.0,220000,4.0, Single Family,3
47547,28105,1.0,205000,3.0, Single Family,0
47548,28105,1.0,215000,3.0, Single Family,0
47549,28227,1.0,159000,3.0, Single Family,3
47550,28031,2.0,265000,3.0, Townhouse,4
47551,28031,2.0,250000,2.0, Townhouse,4
47552,28277,2.0,579000,4.0, Single Family,0
47553,28216,1.0,140000,3.0, Single Family,0
47554,28216,1.0,137500,3.0, Single Family,0
47555,28278,1.0,300000,2.0, Single Family,0
47556,28215,1.0,55000,2.0, Single Family,0
47557,28277,2.0,211000,2.0, Townhouse,4
47558,28277,2.0,185000,3.0, Townhouse,4
47559,28277,2.0,212000,2.0, Townhouse,4
47560,28212,1.0,219000,2.0, Single Family,0
47561,28213,2.0,176000,3.0, Single Family,0
47562,28213,1.0,160000,3.0, Single Family,0
47563,28205,1.0,270000,2.0, Single Family,0
47564,28205,1.0,285000,2.0, Single Family,0
47565,28205,1.0,309000,3.0, Single Family,0
47566,28216,1.0,130000,3.0, Single Family,0
47567,28134,1.0,175000,3.0, Single Family,0
47568,28277,2.0,300000,3.0, Single Family,0
47569,28277,1.5,250000,3.0, Single Family,0
47570,28277,1.0,275000,3.0, Single Family,0
47571,28277,2.0,340000,4.0, Single Family,0
47572,28277,2.0,255000,3.0, Single Family,0
47573,28227,1.5,136000,3.0, Townhouse,3
47574,28227,2.0,120000,2.0, Townhouse,3
47575,28227,2.0,85000,2.0, Townhouse,3
47576,28227,2.0,100000,2.0, Townhouse,3
47577,28227,1.5,120000,3.0, Townhouse,3
47578,28227,2.0,130000,2.0, Townhouse,3
47579,28270,1.0,605000,4.0, Single Family,0
47580,28204,2.0,320000,2.0, Condominium,4
47581,28216,1.0,124000,3.0, Single Family,0
47582,28216,1.0,106000,3.0, Single Family,0
47583,28216,1.0,112000,3.0, Single Family,0
47584,28269,1.5,204000,3.0, Single Family,0
47585,28215,2.0,175000,3.0, Single Family,0
47586,28215,2.0,170000,3.0, Single Family,0
47587,28215,2.0,176000,3.0, Single Family,0
47588,28270,2.0,255000,4.0, Single Family,0
47589,28270,2.0,228500,4.0, Single Family,0
47590,28270,2.0,310000,4.0, Single Family,0
47591,28216,1.0,155000,3.0, Single Family,0
47592,28270,2.0,380000,5.0, Single Family,0
47593,28270,1.0,476000,5.0, Single Family,0
47594,28270,1.0,327500,3.0, Single Family,0
47595,28270,2.0,485000,4.0, Single Family,0
47596,28270,1.0,480000,4.0, Single Family,0
47597,28270,2.0,460000,4.0, Single Family,0
47598,28270,1.5,465000,4.0, Single Family,0
47599,28270,1.0,610000,3.0, Single Family,0
47600,28203,2.0,321000,2.0, Condominium,4
47601,28203,2.0,330000,2.0, Condominium,4
47602,28203,2.0,347000,2.0, Condominium,4
47603,28078,2.0,373000,4.0, Single Family,0
47604,28078,1.0,332000,3.0, Single Family,0
47605,28078,2.0,355000,4.0, Single Family,0
47606,28078,2.0,440000,4.0, Single Family,0
47607,28078,2.0,395000,5.0, Single Family,0
47608,28078,2.0,370000,5.0, Single Family,0
47609,28078,2.0,395000,5.0, Single Family,0
47610,28204,1.0,162000,2.0, Condominium,4
47611,28204,1.0,180000,2.0, Condominium,4
47612,28204,1.0,205000,2.0, Condominium,4
47613,28207,1.0,175500,2.0, Condominium,4
47614,28207,2.5,327000,2.0, Condominium,4
47615,28207,2.5,310000,2.0, Condominium,4
47616,28273,2.0,245000,3.0, Single Family,0
47617,28273,2.0,240000,3.0, Single Family,0
47618,28273,2.0,200000,3.0, Single Family,0
47619,28273,2.0,197500,3.0, Single Family,0
47620,28273,2.0,170500,3.0, Townhouse,4
47621,28273,2.0,180000,2.0, Townhouse,4
47622,28273,2.0,159000,2.0, Townhouse,4
47623,28273,2.0,170000,3.0, Townhouse,4
47624,28273,2.0,167000,2.0, Townhouse,4
47625,28273,2.0,174000,2.0, Townhouse,4
47626,28273,2.0,179000,3.0, Townhouse,4
47627,28273,2.0,180100,3.0, Single Family,0
47628,28273,2.0,200000,3.0, Single Family,0
47629,28207,2.0,159000,2.0, Condominium,4
47630,28212,1.0,148000,3.0, Single Family,0
47631,28212,1.0,85000,3.0, Single Family,0
47632,28212,1.0,151000,3.0, Single Family,0
47633,28216,2.0,260000,4.0, Single Family,0
47634,28216,2.0,239000,4.0, Single Family,0
47635,28227,1.0,214000,3.0, Single Family,3
47636,28269,1.0,222000,3.0, Single Family,0
47637,28269,1.0,238500,3.0, Single Family,0
47638,28269,1.0,199000,3.0, Condominium,4
47639,28208,2.5,370000,3.0, Single Family,0
47640,28208,2.0,252000,2.0, Townhouse,4
47641,28208,2.0,260000,2.0, Townhouse,4
47642,28227,1.0,298500,3.0, Single Family,3
47643,28210,1.5,125000,2.0, Townhouse,4
47644,28210,2.0,120000,2.0, Townhouse,4
47645,28210,2.0,125000,2.0, Townhouse,4
47646,28210,2.0,125000,2.0, Townhouse,4
47647,28262,2.5,400000,5.0, Single Family,0
47648,28262,2.0,411000,4.0, Single Family,0
47649,28262,2.0,376000,4.0, Single Family,0
47650,28262,2.0,399000,4.0, Single Family,0
47651,28226,2.0,118000,3.0, Condominium,4
47652,28216,1.0,79300,2.0, Single Family,0
47653,28216,1.0,110000,3.0, Single Family,0
47654,28216,1.0,68100,2.0, Single Family,0
47655,28211,1.0,455500,4.0, Single Family,2
47656,28211,2.0,402000,4.0, Single Family,2
47657,28216,2.0,205000,3.0, Single Family,0
47658,28216,2.0,190000,4.0, Single Family,0
47659,28216,2.0,168000,3.0, Single Family,0
47660,28216,2.0,171500,3.0, Single Family,0
47661,28216,2.0,180000,4.0, Single Family,0
47662,28270,2.0,415000,4.0, Single Family,0
47663,28270,1.5,440000,4.0, Single Family,0
47664,28270,2.0,360000,4.0, Single Family,0
47665,28273,2.0,172500,3.0, Townhouse,4
47666,28273,2.0,157000,3.0, Townhouse,4
47667,28273,2.0,155000,3.0, Townhouse,4
47668,28273,2.0,171000,3.0, Townhouse,4
47669,28273,2.0,170000,3.0, Townhouse,4
47670,28273,2.0,184000,3.0, Townhouse,4
47671,28273,2.0,180000,2.0, Townhouse,4
47672,28273,2.0,180000,2.0, Townhouse,4
47673,28277,2.0,500000,5.0, Single Family,0
47674,28277,2.0,415000,4.0, Single Family,0
47675,28277,2.0,510000,4.0, Single Family,0
47676,28277,2.0,450000,4.0, Single Family,0
47677,28277,2.0,426000,4.0, Single Family,0
47678,28277,2.0,460000,4.0, Single Family,0
47679,28277,2.0,477000,4.0, Single Family,0
47680,28277,2.0,455000,4.0, Single Family,0
47681,28277,2.0,470000,4.0, Single Family,0
47682,28036,2.0,157500,3.0, Townhouse,4
47683,28215,1.0,150000,3.0, Single Family,0
47684,28215,1.0,109000,3.0, Single Family,0
47685,28215,2.0,154000,3.0, Single Family,0
47686,28215,1.0,159000,3.0, Single Family,0
47687,28206,1.0,325000,3.0, Single Family,0
47688,28214,2.0,227000,3.0, Single Family,0
47689,28214,2.0,263000,3.0, Single Family,0
47690,28214,2.0,200000,3.0, Single Family,0
47691,28209,1.0,315000,2.0, Single Family,0
47692,28213,2.0,160000,3.0, Single Family,0
47693,28270,2.5,709000,4.0, Single Family,0
47694,28210,2.0,780000,3.0, Townhouse,4
47695,28205,1.0,290000,2.0, Single Family,0
47696,28205,1.0,160000,3.0, Single Family,0
47697,28215,1.0,145000,3.0, Single Family,0
47698,28269,1.0,95000,2.0, Single Family,0
47699,28269,2.0,290000,4.0, Single Family,0
47700,28269,2.0,265000,3.0, Single Family,0
47701,28269,2.0,297000,4.0, Single Family,0
47702,28227,2.0,166000,4.0, Single Family,3
47703,28208,1.0,45000,3.0, Single Family,0
47704,28204,2.5,280000,2.0, Condominium,4
47705,28204,2.5,310000,2.0, Condominium,4
47706,28204,2.5,257000,2.0, Condominium,4
47707,28204,2.5,310000,2.0, Condominium,4
47708,28078,2.0,392000,4.0, Single Family,0
47709,28078,1.5,277000,3.0, Single Family,0
47710,28078,2.0,425000,4.0, Single Family,0
47711,28078,2.0,360000,3.0, Single Family,0
47712,28078,2.0,394500,4.0, Single Family,0
47713,28078,2.0,268000,3.0, Single Family,0
47714,28078,2.0,375000,4.0, Single Family,0
47715,28078,1.5,266000,4.0, Single Family,0
47716,28078,2.0,440500,4.0, Single Family,0
47717,28078,2.0,399000,3.0, Single Family,0
47718,28078,2.0,425000,4.0, Single Family,0
47719,28078,2.0,355000,5.0, Single Family,0
47720,28277,2.0,365000,3.0, Single Family,0
47721,28202,2.5,700000,2.0, Townhouse,1
47722,28209,2.0,180000,2.0, Townhouse,4
47723,28210,1.0,465000,3.0, Single Family,0
47724,28210,1.0,480000,3.0, Single Family,0
47725,28210,1.0,370000,3.0, Single Family,0
47726,28210,1.0,358000,3.0, Single Family,0
47727,28210,1.0,382000,3.0, Single Family,0
47728,28210,1.0,410000,3.0, Single Family,0
47729,28209,1.0,525000,3.0, Single Family,0
47730,28209,1.0,435000,3.0, Single Family,0
47731,28210,1.0,365000,3.0, Single Family,0
47732,28209,1.0,424000,3.0, Single Family,0
47733,28209,1.0,280000,2.0, Single Family,0
47734,28209,1.0,412500,3.0, Single Family,0
47735,28210,1.0,400000,3.0, Single Family,0
47736,28210,1.0,320000,3.0, Single Family,0
47737,28209,1.0,402000,3.0, Single Family,0
47738,28210,1.0,120000,3.0, Single Family,0
47739,28210,1.0,380000,3.0, Single Family,0
47740,28209,1.0,401000,3.0, Single Family,0
47741,28209,1.0,350000,2.0, Single Family,0
47742,28210,2.0,410000,3.0, Single Family,0
47743,28209,1.0,399000,3.0, Single Family,0
47744,28031,2.0,300100,3.0, Single Family,0
47745,28216,1.0,247500,3.0, Single Family,0
47746,28031,2.0,294000,4.0, Single Family,0
47747,28031,1.5,283500,3.0, Single Family,0
47748,28031,2.0,339900,3.0, Single Family,0
47749,28031,1.5,349000,4.0, Single Family,0
